2023-09-07 07:45:10.0391 |  | INFO | GlobalActionMonitor |  | admin |  |  |  | {  "code": 200,  "msg": "success",  "data": {    "name": null,    "id": 0  }} | 
2023-09-07 08:43:52.8116 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907084352.zip",    "fileName": null  }} | 
2023-09-07 08:44:18.0053 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907084417.zip",    "fileName": null  }} | 
2023-09-07 08:46:34.6206 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907084634.zip",    "fileName": null  }} | 
2023-09-07 08:51:47.1677 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907085146.zip",    "fileName": null  }} | 
2023-09-07 08:54:15.0504 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907085414.zip",    "fileName": null  }} | 
2023-09-07 08:54:43.6633 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907085443.zip",    "fileName": null  }} | 
2023-09-07 08:56:05.9811 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907085605.zip",    "fileName": null  }} | 
2023-09-07 08:56:39.7836 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907085639.zip",    "fileName": null  }} | 
2023-09-07 08:57:50.3154 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907085749.zip",    "fileName": null  }} | 
2023-09-07 09:00:41.2748 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907090040.zip",    "fileName": null  }} | 
2023-09-07 09:01:13.2441 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907090112.zip",    "fileName": null  }} | 
2023-09-07 09:02:23.8480 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907090223.zip",    "fileName": null  }} | 
2023-09-07 09:03:03.7036 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907090303.zip",    "fileName": null  }} | 
2023-09-07 09:04:01.1367 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907090400.zip",    "fileName": null  }} | 
2023-09-07 09:04:27.0663 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907090426.zip",    "fileName": null  }} | 
2023-09-07 09:05:26.1232 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907090525.zip",    "fileName": null  }} | 
2023-09-07 09:05:51.6027 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907090550.zip",    "fileName": null  }} | 
2023-09-07 09:06:38.6566 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907090637.zip",    "fileName": null  }} | 
2023-09-07 09:13:16.1137 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907091315.zip",    "fileName": null  }} | 
2023-09-07 09:14:32.4364 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907091431.zip",    "fileName": null  }} | 
2023-09-07 09:15:27.4025 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907091527.zip",    "fileName": null  }} | 
2023-09-07 09:18:12.5310 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907091811.zip",    "fileName": null  }} | 
2023-09-07 09:21:23.4250 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907092123.zip",    "fileName": null  }} | 
2023-09-07 09:22:36.6790 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907092236.zip",    "fileName": null  }} | 
2023-09-07 09:26:04.2257 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907092603.zip",    "fileName": null  }} | 
2023-09-07 09:28:11.1477 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907092810.zip",    "fileName": null  }} | 
2023-09-07 09:29:22.8510 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907092922.zip",    "fileName": null  }} | 
2023-09-07 10:33:40.4125 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907103339.zip",    "fileName": null  }} | 
2023-09-07 10:34:10.6829 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907103410.zip",    "fileName": null  }} | 
2023-09-07 10:34:49.0519 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907103448.zip",    "fileName": null  }} | 
2023-09-07 10:35:13.6281 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907103513.zip",    "fileName": null  }} | 
2023-09-07 10:35:36.4008 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907103535.zip",    "fileName": null  }} | 
2023-09-07 10:36:02.0308 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":66,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-机构信息-0907103601.zip",    "fileName": null  }} | 
2023-09-07 10:37:21.7879 |  | INFO | GlobalActionMonitor |  | admin |  |  | {"tableId":68,"VueVersion":3} | {  "code": 200,  "msg": "success",  "data": {    "path": "/Generatecode/Lean365.NET-生产工单-0907103721.zip",    "fileName": null  }} | 
